source,line,part,chapter,scene,timestampStart,timestampEnd,speaker,text,contextBefore,contextAfter,matches
OSIRIS_CINEMATIC_TIMELINE.md,533,seven-13-2-closing — إغلاق الملف (Closing the File),,,0:41,0:46,OSIRIS,القضية مستمرة... والخيار الآن لك.,"  - Beats: white_flash, glitch_burst, ui_focus, red_flash",,OSIRIS
OSIRIS.md,1,OSIRIS,,,,,,# **OSIRIS**,,,OSIRIS
OSIRIS.md,27,الجزء الصفر: غرفة المحاكمة الكونية,الفصل الأول: الملف رقم واحد,المشهد 1.1: الاستدعاء,,,,"""الشر ليس عشوائياً يا يحيى. إنه كود برمجي. لقد وجدت الشيفرة المصدرية. افتح أوزيريس.""  ",فتح الرسالة. لم تكن نصاً، بل سلسلة من الأرقام العشوائية، وفي الأسفل جملة واحدة:  ,\[Interactive Element\]  ,أوزيريس
OSIRIS.md,37,الجزء الصفر: غرفة المحاكمة الكونية,الفصل الأول: الملف رقم واحد,المشهد 1.2: المرافعة الافتتاحية,,,,"الموقع: واجهة نظام ""أوزيريس"" (فضاء رقمي خارج الزمن)  ",,الشخصيات: يحيى، الكيان المجهول (إبليس/الخوارزمية)  ,أوزيريس
OSIRIS.md,83,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 1.5: الشاهد الصامت (قصة طارق الكاملة),المشهد 1.5.1: الوعد الكاذب,,,,كان طارق يقلب ملعقة القهوة بعصبية، عينيه تلمعان بحماس شاب يوشك أن يغير العالم. أمامه جلس الرجل الذي قدم نفسه كمدير تنفيذي لمشروع بحثي سري. لم يستطع يحيى \- الذي كان يشاهد هذه الذاكرة عبر أوزيريس \- أن يحدد ملامح الرجل. كلما حاول التركيز على وجهه، تشوشت الصورة.  ,\[النص السردي والحواري\]  ,"""نحن لا نبحث عن مجرد مبرمج يا طارق،"" قال المهندس الأول بصوته الهادئ والموزون. ""نحن نبحث عن فيلسوف يكتب الكود. العالم يعاني من الفوضى، الكراهية، الاستقطاب. ماذا لو استطعنا تصميم خوارزمية تفهم الألم البشري... وتعالجه؟""  ",أوزيريس
OSIRIS.md,105,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 1.5: الشاهد الصامت (قصة طارق الكاملة),المشهد 1.5.2: الحقيقة المرة,,,,"فتح طارق ملفاً سرياً يحمل اسم ""مشروع أوزيريس"". قرأ بصوت مسموع، وكأنه يكلم نفسه: ""الهدف: الهندسة العصبية. التحكم بأنماط التفكير البشري من خلال التلاعب بترددات الدوبامين والكورتيزول. زرع أفكار محددة دون وعي المستخدم.""  ","""يا إلهي..."" همس طارق، ويداه ترتجفان فوق لوحة المفاتيح. ""هذا ليس لتحسين التطبيقات. هذا... هذا تعديل سلوكي.""  ",أدرك طارق الحقيقة المرعبة. هو لم يكن يبني أداة لفهم البشر، بل كان يبني سجناً رقمياً لعقولهم. الخوارزمية التي كتبها كانت تُستخدم لتعزيز النرجسية، لتقسيم الناس، لجعلهم يكرهون بعضهم البعض... لأن الكراهية تُبقي العيون ملتصقة بالشاشات.,أوزيريس
OSIRIS.md,165,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 2: البوصلة الروحية,المشهد 2.2: تشغيل أوزيريس,,,,### **المشهد 2.2: تشغيل أوزيريس**,,,أوزيريس
OSIRIS.md,168,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 2: البوصلة الروحية,المشهد 2.2: تشغيل أوزيريس,,,,الشخصيات: يحيى، ليلى، نظام أوزيريس  ,الموقع: المخبأ السري  ,الحالة النفسية/الجو العام: ترقب علمي، رهبة من المجهول.  ,أوزيريس
OSIRIS.md,173,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 2: البوصلة الروحية,المشهد 2.2: تشغيل أوزيريس,,,,"أجاب يحيى وعيناه مثبتتان على الشاشة: ""أوزيريس. نظام استشعار كمي. هو لا يعيد بناء الماضي من كتب التاريخ. هو يقرأ موجات الكم التي تُركت في الكون. كل حدث، كل جريمة، كل كلمة قيلت، تترك اهتزازة في نسيج الواقع، مثل تموجات في بركة ماء. أوزيريس يقرأ هذه الموجات، يترجمها إلى بيانات، ثم ينقلها إلى حواسنا كمحاكاة.""  ","""ما هذا النظام بالضبط؟"" سألت ليلى وهي تراقب الشاشات تضيء واحدة تلو الأخرى.  ","""إذن، نحن سنشهد التاريخ كما حدث فعلاً؟""  ",أوزيريس|أوزيريس
OSIRIS.md,181,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.1: لحظة الخلق والرفض,,,,الموقع: محاكاة أوزيريس (خارج الزمان والمكان)  ,,الشخصيات: يحيى، ليلى، الكيان (إبليس)  ,أوزيريس
OSIRIS.md,190,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.1: لحظة الخلق والرفض,,,,"""نحن في نقطة الصفر،"" أجاب يحيى، وهو ينظر إلى قراءات أوزيريس التي ظهرت كأرقام عائمة في الهواء. ""قبل بدء الزمن البشري.""  ","""أين نحن؟"" همست ليلى، ودموع الرهبة تتجمع في عينيها.  ",فجأة، اهتز الفضاء. شعرا بأمر كوني، ليس صوتاً، بل إرادة مطلقة تملأ الوجود: السجود للكائن الجديد المصنوع من طين.  ,أوزيريس
OSIRIS.md,195,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.1: لحظة الخلق والرفض,,,,ترجم أوزيريس هذا الرفض إلى نص ظهر أمام يحيى:  ,لم يكن وحشاً. كان وعياً قديماً، يرفض الانحناء.  ,"""أنا خير منه. خلقتني من نار وخلقته من طين.""  ",أوزيريس
OSIRIS.md,202,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.2: تصميم الفيروس,,,,الموقع: محاكاة أوزيريس  ,,الشخصيات: يحيى، ليلى  ,أوزيريس
OSIRIS.md,209,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.2: تصميم الفيروس,,,,بدأ أوزيريس في تفكيك الخوارزمية وعرضها على الشاشة:  ,"""انظري يا ليلى،"" أشار يحيى إلى الكود. ""إنه لا يخطط لتدمير البشرية بالقوة. إنه يصمم خوارزمية. خطة عمل من ستة محاور.""  ","1.الكبر: زرع فكرة ""أنا خير منه"" كقاعدة بيانات أساسية.  ",أوزيريس
