mentionId,source,line,timestampStart,timestampEnd,speaker,part,chapter,scene,emotionalTone,narrativeFunction,text,effectId,effectLabel,baseAsset,fallbackAsset,baseW,baseH,baseFps,baseCodec,palette,shaderPreset,shaderParams,particlePreset,particleParams,gpuBudgetMB,syncToleranceMs,centerSafePct
OSR-027,OSIRIS_CINEMATIC_TIMELINE.md,249,0:01,0:08,Narrator,"five-6a-1-nicaea-debate — قبل المجمع: لاهوت معقد، لا نوايا سيئة (Before the Council: Complex Theology, No Evil Intent)",,,neutral,world_building/theme,روما / الإسكندرية. قبل شهر من مجمع نيقية 325م. محاكاة أوزيريس. برمج يحيى أوزيريس للعودة إلى عام 325 ميلادية. لم تظهر الم,FX-05-HOLOGRAM-ORBIT,Falcon Hologram / Slow Orbit,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#000000|#00e5ff|#2a5cff|#00ff9d|#0b132b,hologramFlicker,"{""flickerHz"":0.35,""flickerAmp"":0.18,""bloom"":0.32,""scanlineIntensity"":0.18}",ionMist,"{""count"":90,""sizePx"":[2,8],""speed"":0.05,""opacity"":[0.01,0.12]}",128,50,15
OSR-028,OSIRIS_CINEMATIC_TIMELINE.md,308,0:01,0:07,Narrator,six-8-1-andalusia — الأندلس الضائعة — خيانة الإخوة (The Lost Andalusia — Betrayal of Brothers),,,neutral,world_building/theme,نقل أوزيريس يحيى وليلى إلى ذروة الحضارة الأندلسية. شوارع قرطبة المضاءة، المكتبات الضخمة، والجامعات التي سبقت أوروبا بقرو,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-029,OSIRIS_CINEMATIC_TIMELINE.md,313,0:16,0:23,Narrator,six-8-1-andalusia — الأندلس الضائعة — خيانة الإخوة (The Lost Andalusia — Betrayal of Brothers),,,neutral,world_building/theme,عرض أوزيريس سلسلة من المشاهد السريعة: أمير إشبيلية يتحالف مع ملك قشتالة ضد أمير بطليوس. أمير طليطلة يدفع الجزية للعدو لي,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-030,OSIRIS_CINEMATIC_TIMELINE.md,329,0:20,0:25,OSIRIS,six-8-2-last-tears — دموع لا تنفع (Tears That Do Not Help),,,neutral,character_development/theme,"لا يمكنك إصلاح نظام مصاب بفيروس ""أنا خير منهم"" باستخدام نفس الفيروس.",FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-031,OSIRIS_CINEMATIC_TIMELINE.md,337,0:01,0:05,Narrator,six-8b-1-berlin — وهم العرق الأسمى (The Illusion of the Supreme Race),,,neutral,world_building/theme,تسارعت المحاكاة. قفز أوزيريس قروناً إلى الأمام. برلين، 1933.,FX-05-HOLOGRAM-ORBIT,Falcon Hologram / Slow Orbit,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#000000|#00e5ff|#2a5cff|#00ff9d|#0b132b,hologramFlicker,"{""flickerHz"":0.35,""flickerAmp"":0.18,""bloom"":0.32,""scanlineIntensity"":0.18}",ionMist,"{""count"":90,""sizePx"":[2,8],""speed"":0.05,""opacity"":[0.01,0.12]}",128,50,15
OSR-032,OSIRIS_CINEMATIC_TIMELINE.md,355,0:19,0:24,OSIRIS,six-8c-1-death-signatures — التوقيع على الموت (Signing Death Orders),,,neutral,character_development/theme,"النظارة تعني التعليم. التعليم يعني القدرة على التفكير المستقل. التفكير المستقل تهديد لـ ""النقاء الثوري"".",FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-033,OSIRIS_CINEMATIC_TIMELINE.md,366,0:05,0:08,OSIRIS,six-8d-1-attack — اختراق المخبأ (Breaching the Hideout),,,urgent/ominous,plot_disruption/stakes,تحذير: اختراق أمني للموقع الفيزيائي.,FX-06-ALERT-RED,Security Breach / Red Alert,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#ff2d2d|#ff7a00|#00e5ff|#ffffff,uiRedFlash+glitchMinor,"{""flashHz"":2.4,""flashIntensity"":0.85,""glitch"":0.25,""shakePx"":6,""vignette"":0.55}",sparks,"{""count"":140,""sizePx"":[1,3],""speed"":0.35,""opacity"":[0.05,0.3]}",128,50,15
OSR-034,OSIRIS_CINEMATIC_TIMELINE.md,415,1:00,1:04,Yahya,transition-dream — الحلم قبل المعركة (The Dream Before the Battle),,,defiant/combative,plot_progression/turning_point,نعم. شغلي أوزيريس يا ليلى. حان وقت المواجهة.,FX-02-INTERFACE-SCANLINES,OSIRIS Interface / Scanlines,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,generated-assets/video-bg/osiris-vid-bg/Medium_wide_shot_of_the_osiris_falcon_logo_re.gif,1280,720,24,avc1,#000814|#00e5ff|#2a5cff|#0b132b|#ffffff,crtScanlines+vignette,"{""scanlineIntensity"":0.22,""scanlineDensity"":1.35,""bloom"":0.25,""vignette"":0.5,""noise"":0.12,""flickerHz"":0.6}",floatingPoints,"{""count"":120,""sizePx"":[0.6,1.4],""speed"":0.08,""opacity"":[0,0.22]}",128,50,15
OSR-035,OSIRIS_CINEMATIC_TIMELINE.md,424,0:01,0:07,Narrator,seven-10-1-karbala — الحق الأعزل (The Unarmed Truth),,,neutral,plot_progression/turning_point,صحراء كربلاء. 680م. محاكاة أوزيريس. شغّل يحيى أوزيريس للمرة الأخيرة. لم تكن هذه تمريناً أكاديمياً. كانت مفتاح فهم كيفية,FX-08-SOLEMN-DUST,Solemn / Desaturated Dust,generated-assets/video-bg/osiris-vid-bg/Neural_network_forms_202603301407.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#0b0b0d|#8a8a8f|#d4af37|#3b3b43|#ffffff,desaturate+filmGrain+slowZoom,"{""desat"":0.82,""grain"":0.18,""vignette"":0.62,""zoom"":1.06,""zoomSec"":18}",dust,"{""count"":220,""sizePx"":[0.8,2.4],""speed"":0.08,""opacity"":[0.02,0.16]}",128,50,15
OSR-036,OSIRIS_CINEMATIC_TIMELINE.md,429,0:20,0:27,Yahya,seven-10-1-karbala — الحق الأعزل (The Unarmed Truth),,,analytical/clinical,character_development/theme,تحليلات أوزيريس: الاحتمالات العسكرية للنجاة: 0%. النتيجة الحتمية: الموت. لماذا لم يستسلم؟ كان يمكنه منع سفك الدماء. كان,FX-04-NEURAL-ANALYSIS,Neural Analysis / Pattern Match,generated-assets/video-bg/osiris-vid-bg/Neural_network_forms_202603301407.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#6cf0ff|#9b5cff|#00ff9d|#ffffff,neuralPulse+colorShift,"{""pulseHz"":0.9,""pulseIntensity"":0.45,""hueShift"":0.06,""vignette"":0.38,""noise"":0.1}",synapseNodes,"{""count"":220,""linkProb"":0.12,""speed"":0.15,""opacity"":[0.03,0.2]}",128,50,15
OSR-037,OSIRIS_CINEMATIC_TIMELINE.md,484,0:01,0:08,Narrator,seven-12-1-truth-leak — حجر رشيد الرقمي — تسريب الحقيقة (The Rosetta Stone of the Digital Age),,,triumphant/painful,climax/resolution,"بمجرد أن ضغط يحيى على الزر، بدأ أوزيريس في تفريغ ""الشيفرة المصدرية"" للفيروس (حجر رشيد الرقمي) إلى كل خادم، كل هاتف، وكل",FX-07-TRUTH-LEAK,Truth Leak / Glitch Burst,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,1280,720,24,avc1,#000000|#ffffff|#00e5ff|#2a5cff|#ff2d2d,glitchBurst+whiteFlash,"{""burstEverySec"":1.6,""burstIntensity"":0.75,""whiteFlash"":0.6,""scanlineIntensity"":0.25,""noise"":0.2}",fragmentShards,"{""count"":260,""sizePx"":[1,6],""speed"":0.28,""opacity"":[0.02,0.22]}",128,50,15
OSR-038,OSIRIS_CINEMATIC_TIMELINE.md,522,0:07,0:10,OSIRIS,seven-13-2-closing — إغلاق الملف (Closing the File),,,neutral,character_development/theme,الدفاع قدم شهوده.,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-039,OSIRIS_CINEMATIC_TIMELINE.md,523,0:10,0:15,OSIRIS,seven-13-2-closing — إغلاق الملف (Closing the File),,,neutral,character_development/theme,من إبراهيم الذي وقف وحيداً ضد حضارة بأكملها، إلى الحسين الذي اختار الموت على المذلة.,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-040,OSIRIS_CINEMATIC_TIMELINE.md,524,0:15,0:20,OSIRIS,seven-13-2-closing — إغلاق الملف (Closing the File),,,neutral,character_development/theme,ومن طارق الذي رفض الصمت، إلى يحيى الذي كسر الخوارزمية بدمه.,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-041,OSIRIS_CINEMATIC_TIMELINE.md,526,0:20,0:24,OSIRIS,seven-13-2-closing — إغلاق الملف (Closing the File),,,neutral,character_development/theme,وليلى... التي تحمل الحقيقة الآن.,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-042,OSIRIS_CINEMATIC_TIMELINE.md,527,0:24,0:28,OSIRIS,seven-13-2-closing — إغلاق الملف (Closing the File),,,neutral,character_development/theme,الإرادة الحرة تنزف، لكنها لا تموت.,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-043,OSIRIS_CINEMATIC_TIMELINE.md,528,0:28,0:32,OSIRIS,seven-13-2-closing — إغلاق الملف (Closing the File),,,neutral,character_development/theme,الخوارزمية لم تُهزم تماماً، لكنها فُضحت.,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-044,OSIRIS_CINEMATIC_TIMELINE.md,530,0:32,0:36,OSIRIS,seven-13-2-closing — إغلاق الملف (Closing the File),,,neutral,character_development/theme,الملف رقم واحد... يُغلق مؤقتاً.,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-045,OSIRIS_CINEMATIC_TIMELINE.md,533,0:41,0:46,OSIRIS,seven-13-2-closing — إغلاق الملف (Closing the File),,,ominous/prophetic,meta_address/foreshadowing,القضية مستمرة... والخيار الآن لك.,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-046,OSIRIS.md,1,,,,OSIRIS,,,neutral,world_building/theme,# **OSIRIS**,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-047,OSIRIS.md,27,,,,الجزء الصفر: غرفة المحاكمة الكونية,الفصل الأول: الملف رقم واحد,المشهد 1.1: الاستدعاء,urgent/ominous,plot_catalyst,"""الشر ليس عشوائياً يا يحيى. إنه كود برمجي. لقد وجدت الشيفرة المصدرية. افتح أوزيريس.""  ",FX-01-SUMMONS-EYE,Summons / Falcon Eye,generated-assets/video-bg/osiris-vid-bg/Egyptian_falcon_eye_202603301359.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#05060a|#00e5ff|#2a5cff|#d4af37|#ff2d2d,irisGlow+crtSubtle,"{""irisPulseHz"":0.8,""glowIntensity"":0.55,""glowColor"":""#00e5ff"",""vignette"":0.45,""scanlineIntensity"":0.1,""chromaAberration"":0.002,""noise"":0.08}",microDust,"{""count"":80,""sizePx"":[0.8,1.6],""speed"":0.12,""opacity"":[0,0.18]}",128,50,15
OSR-048,OSIRIS.md,37,,,,الجزء الصفر: غرفة المحاكمة الكونية,الفصل الأول: الملف رقم واحد,المشهد 1.2: المرافعة الافتتاحية,awe/ominous,world_building/staging,"الموقع: واجهة نظام ""أوزيريس"" (فضاء رقمي خارج الزمن)  ",FX-02-INTERFACE-SCANLINES,OSIRIS Interface / Scanlines,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,generated-assets/video-bg/osiris-vid-bg/Medium_wide_shot_of_the_osiris_falcon_logo_re.gif,1280,720,24,avc1,#000814|#00e5ff|#2a5cff|#0b132b|#ffffff,crtScanlines+vignette,"{""scanlineIntensity"":0.22,""scanlineDensity"":1.35,""bloom"":0.25,""vignette"":0.5,""noise"":0.12,""flickerHz"":0.6}",floatingPoints,"{""count"":120,""sizePx"":[0.6,1.4],""speed"":0.08,""opacity"":[0,0.22]}",128,50,15
OSR-049,OSIRIS.md,83,,,,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 1.5: الشاهد الصامت (قصة طارق الكاملة),المشهد 1.5.1: الوعد الكاذب,neutral,world_building/theme,كان طارق يقلب ملعقة القهوة بعصبية، عينيه تلمعان بحماس شاب يوشك أن يغير العالم. أمامه جلس الرجل الذي قدم نفسه كمدير تنفيذي لمشروع بحثي سري. لم يستطع يحيى \- الذي كان يشاهد هذه الذاكرة عبر أوزيريس \- أن يحدد ملامح الرجل. كلما حاول التركيز على وجهه، تشوشت الصورة.  ,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-050,OSIRIS.md,105,,,,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 1.5: الشاهد الصامت (قصة طارق الكاملة),المشهد 1.5.2: الحقيقة المرة,ominous/terrifying,plot_reveal/foreshadowing,"فتح طارق ملفاً سرياً يحمل اسم ""مشروع أوزيريس"". قرأ بصوت مسموع، وكأنه يكلم نفسه: ""الهدف: الهندسة العصبية. التحكم بأنماط التفكير البشري من خلال التلاعب بترددات الدوبامين والكورتيزول. زرع أفكار محددة دون وعي المستخدم.""  ",FX-04-NEURAL-ANALYSIS,Neural Analysis / Pattern Match,generated-assets/video-bg/osiris-vid-bg/Neural_network_forms_202603301407.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#6cf0ff|#9b5cff|#00ff9d|#ffffff,neuralPulse+colorShift,"{""pulseHz"":0.9,""pulseIntensity"":0.45,""hueShift"":0.06,""vignette"":0.38,""noise"":0.1}",synapseNodes,"{""count"":220,""linkProb"":0.12,""speed"":0.15,""opacity"":[0.03,0.2]}",128,50,15
OSR-051,OSIRIS.md,165,,,,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 2: البوصلة الروحية,المشهد 2.2: تشغيل أوزيريس,neutral,plot_progression/turning_point,### **المشهد 2.2: تشغيل أوزيريس**,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-052,OSIRIS.md,168,,,,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 2: البوصلة الروحية,المشهد 2.2: تشغيل أوزيريس,awe/ominous,world_building/theme,الشخصيات: يحيى، ليلى، نظام أوزيريس  ,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
OSR-053,OSIRIS.md,173,,,,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 2: البوصلة الروحية,المشهد 2.2: تشغيل أوزيريس,awe/scientific,world_building/exposition,"أجاب يحيى وعيناه مثبتتان على الشاشة: ""أوزيريس. نظام استشعار كمي. هو لا يعيد بناء الماضي من كتب التاريخ. هو يقرأ موجات الكم التي تُركت في الكون. كل حدث، كل جريمة، كل كلمة قيلت، تترك اهتزازة في نسيج الواقع، مثل تموجات في بركة ماء. أوزيريس يقرأ هذه الموجات، يترجمها إلى بيانات، ثم ينقلها إلى حواسنا كمحاكاة.""  ",FX-05-HOLOGRAM-ORBIT,Falcon Hologram / Slow Orbit,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#000000|#00e5ff|#2a5cff|#00ff9d|#0b132b,hologramFlicker,"{""flickerHz"":0.35,""flickerAmp"":0.18,""bloom"":0.32,""scanlineIntensity"":0.18}",ionMist,"{""count"":90,""sizePx"":[2,8],""speed"":0.05,""opacity"":[0.01,0.12]}",128,50,15
OSR-054,OSIRIS.md,181,,,,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.1: لحظة الخلق والرفض,neutral,world_building/staging,الموقع: محاكاة أوزيريس (خارج الزمان والمكان)  ,FX-05-HOLOGRAM-ORBIT,Falcon Hologram / Slow Orbit,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_hologram_202603301403.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#000000|#00e5ff|#2a5cff|#00ff9d|#0b132b,hologramFlicker,"{""flickerHz"":0.35,""flickerAmp"":0.18,""bloom"":0.32,""scanlineIntensity"":0.18}",ionMist,"{""count"":90,""sizePx"":[2,8],""speed"":0.05,""opacity"":[0.01,0.12]}",128,50,15
OSR-055,OSIRIS.md,190,,,,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.1: لحظة الخلق والرفض,tragic/somber,character_development/theme,"""نحن في نقطة الصفر،"" أجاب يحيى، وهو ينظر إلى قراءات أوزيريس التي ظهرت كأرقام عائمة في الهواء. ""قبل بدء الزمن البشري.""  ",FX-04-NEURAL-ANALYSIS,Neural Analysis / Pattern Match,generated-assets/video-bg/osiris-vid-bg/Neural_network_forms_202603301407.mp4,generated-assets/video-bg/osiris-vid-bg/OSIRIS_falcon_logo_202603301401.mp4,1280,720,24,avc1,#05060a|#6cf0ff|#9b5cff|#00ff9d|#ffffff,neuralPulse+colorShift,"{""pulseHz"":0.9,""pulseIntensity"":0.45,""hueShift"":0.06,""vignette"":0.38,""noise"":0.1}",synapseNodes,"{""count"":220,""linkProb"":0.12,""speed"":0.15,""opacity"":[0.03,0.2]}",128,50,15
OSR-056,OSIRIS.md,195,,,,الجزء الأول: الجريمة الأولى (الشيفرة المصدرية),الفصل 3: الخوارزمية الأولى,المشهد 3.1: لحظة الخلق والرفض,neutral,world_building/theme,ترجم أوزيريس هذا الرفض إلى نص ظهر أمام يحيى:  ,FX-03-HOLOGRAM-DATA,Hologram Data Stream,generated-assets/video-bg/osiris-vid-bg/Falcon_hologram_data_202603301414.mp4,generated-assets/video-bg/osiris-vid-bg/Slow_orbit_osiris_falcon_hologram_floating_i.gif,1280,720,24,avc1,#02030a|#00e5ff|#00ff9d|#2a5cff|#c8fff4,dataRain+edgeGlow,"{""dataDensity"":0.6,""edgeGlow"":0.35,""gamma"":1.08,""contrast"":1.12,""scanlineIntensity"":0.12}",lineParticles,"{""count"":160,""lengthPx"":[6,18],""speed"":0.22,""opacity"":[0.02,0.18]}",128,50,15
